WELL;DEPTH_MD;X_LOC;Y_LOC;Z_LOC;GROUP;FORMATION;CALI;RSHA;RMED;RDEP;RHOB;GR;SGR;NPHI;PEF;DTC;SP;BS;ROP;DTS;DCAL;DRHO;MUDWEIGHT;RMIC;ROPA;RXO;FORCE_2020_LITHOFACIES_LITHOLOGY;FORCE_2020_LITHOFACIES_CONFIDENCE;Cluster
34/8-3;2198.5924343;475759.96875;6808439.0;-2175.395752;SHETLAND GP.;Jorsalfare Fm.;12.195300102;1.3527047634;1.3622657061;1.1039195061;2.3753194809;85.864753723;;0.3600385785;;117.38328552;42.142478943;;;;;-0.002208521;;;;;65000;1.0;1
31/4-10;1085.2443926;510280.34375;6721198.0;-1063.231079;HORDALAND GP.;Utsira Fm.;12.213223457;0.7910690904;0.9709228277;1.1528266668;1.946685195;71.878845215;;;;155.73835754;187.16175842;;;;;;;;75.589485168;0.7910690904;65000;1.0;2
17/11-1;1363.545016;520153.1875;6452287.5;-1336.545044;SHETLAND GP.;Hod Fm.;12.339292526;0.2186300606;0.6694552302;9.9838323593;2.4343044758;22.418142319;;0.3646125495;;78.61856842;33.311351776;;50.0;;;-0.300599992;1.1683074236;;;;70032;1.0;1
35/4-1;1620.06;516083.5625;6822415.0;-1593.982544;HORDALAND GP.;;18.924489975;;0.5222082734;0.8723119497;1.89866364;91.003593445;;0.5;10.07656002;149.82086182;;17.5;48.815299988;;;-0.042484436;;;;;65000;1.0;2
25/2-7;229.82600061;479890.46875;6641111.5;-204.8230896;NORDLAND GP.;;19.364465714;2.5629041195;2.5629041195;3.6957101822;2.1934175491;66.673866272;;;2.2702989578;145.4291687;28.944480896;17.5;4.5072116852;;;0.0043398193;0.1258177161;;;;65030;1.0;2
25/2-7;2990.4500006;479856.0;6641098.0;-2964.884766;SHETLAND GP.;Vaale Fm.;15.333288193;1.6629792452;1.6629792452;1.642739296;2.0240006447;67.111930847;;0.3375275731;5.315764904;93.840270996;65.224441528;12.250000954;;;;0.0343043022;;;;;65000;1.0;2
30/3-3;584.102;497358.96875;6737310.0;-562.0930176;NORDLAND GP.;;11.002207756;2.2983386517;2.0967130661;2.3116443157;2.1188271046;90.997993469;;;2.3971998692;146.26512146;54.848976135;;;;;0.0007388238;;;;2.2989075184;65000;1.0;2
34/10-35;2324.167;463384.0625;6771050.5;-2300.966797;SHETLAND GP.;Vaale Fm.;20.349895477;;1.1284928322;1.2410992384;2.204480648;45.031471252;;;11.152189255;112.29175568;13.807168007;;;;;0.1106079966;;;;;65030;1.0;2
31/4-5;2245.0127964;503113.28125;6713733.0;-2219.258545;VIKING GP.;Fensfjord Fm.;12.945167542;4.9044551849;3.5086860657;3.1411426067;2.3687653542;89.64503479;83.227554321;0.3544519544;4.0160980225;94.929962158;111.65961456;;;;;0.0360326804;;4.8681898117;;4.8684892654;65030;1.0;1
30/6-5;3432.8104;497433.375;6728315.0;-3407.688721;DUNLIN GP.;Statfjord Fm.;12.54398632;11.521261215;8.8948516846;5.6872601509;2.5430436134;69.312255859;;0.1084057093;;69.497192383;130.8850708;;;;;0.0286125671;;;;16.640218735;30000;1.0;1
16/11-1 ST3;2088.1532007;;;;CROMER KNOLL GP.;Aasgard Fm.;13.85887146;0.3813932538;;;2.4442648888;57.248207092;;0.2856171131;;112.94625854;;12.250000954;16.262294769;;;0.050664261;1.3899862766;;;;80000;1.0;1
31/2-8;1214.9169795;526927.875;6758510.5;-1189.857666;HORDALAND GP.;;17.692884445;;0.8261036873;0.8084944487;2.1298141479;82.707138062;;0.4822511971;;157.8656311;39.871074677;;;;;0.0308893938;;;;;65000;1.0;2
25/2-7;2768.5300006;479859.625;6641101.5;-2743.024414;SHETLAND GP.;Vaale Fm.;12.523716927;3.6203484535;3.6203484535;2.3794527054;2.4639561176;42.728240967;;0.2214372456;5.0389695168;81.763275146;44.773708344;12.250000954;;;;-0.013129343;;;;;80000;1.0;1
35/4-1;3552.284;516088.46875;6822433.0;-3525.874023;SHETLAND GP.;Svarte Fm.;12.67240715;;2.1324419975;1.9073265791;2.5400304794;48.906532288;;0.3273953795;7.1526737213;101.55896759;;12.250000954;3.9232001305;194.40916443;;-0.006545346;;;;;65000;1.0;1
16/2-16;1372.8303961;476768.1875;6523588.5;-1346.465454;HORDALAND GP.;Skade Fm.;12.79843235;;0.7152683735;0.7136172652;2.0295646191;89.196510315;;0.4412401915;6.1809830666;141.23146057;;12.250000954;19.030920029;;;0.0187034663;;;;;65000;1.0;2
31/6-8;1516.0284341;537156.8125;6713678.0;-1490.996826;VIKING GP.;Sognefjord Fm.;12.093700409;0.7588810325;34.046001434;8.8226509094;2.0929920673;57.294651031;;0.2655138075;;136.69918823;44.23657608;12.250000954;;;;-0.032933358;;;;0.7482530475;30000;1.0;2
16/2-11 A;876.23519946;475283.1875;6518423.0;-851.6158447;NORDLAND GP.;Utsira Fm.;12.28997612;;1.6892688274;1.6860197783;2.2260792255;111.46391296;;0.4039539993;3.7653462887;126.93397522;;12.250000954;40.13809967;;;0.0038557386;;;39.961284637;;65000;2.0;2
34/7-21;1959.534;450316.90625;6795986.5;-1933.155151;SHETLAND GP.;Jorsalfare Fm.;12.729385376;0.9702712297;1.6320135593;1.3456439972;2.2917056084;87.866333008;;0.5156847239;4.5377349854;124.02198792;;;;;;0.0286354851;;;;;65000;1.0;2
31/3-1;1749.197;540001.125;6738652.5;-1725.956177;VIKING GP.;Krossfjord Fm.;12.699929237;0.615033567;0.6757414937;0.4813576341;2.204621315;52.886608124;;0.2233288884;;98.576530457;131.96455383;12.250000954;;;;0.0022707591;;0.6139441729;;;30000;1.0;1
30/3-3;2645.526;497354.03125;6737329.0;-2623.225586;SHETLAND GP.;Kyrre Fm.;13.263843536;3.359994173;1.8120496273;1.5819782019;2.4537715912;41.914722443;;;;104.17456055;62.269451141;;;;;-0.008668884;;;;3.3611109257;65000;1.0;1
15/9-17;1097.1499984;438592.6875;6478953.0;-1075.12146;NORDLAND GP.;Utsira Fm.;12.743770599;0.1590248793;1.3802776337;1.5641587973;;65.587036133;40.305660248;0.5656830072;;141.79421997;40.1953125;;32.981273651;;;;0.1330073029;;;0.1594356596;65000;1.0;2
35/11-11;2902.2756;530377.6875;6775169.5;-2877.984131;VIKING GP.;Heather Fm.;8.6472043991;;13.89095974;11.900151253;2.5486547947;124.6504364;;0.3268142939;3.577470541;86.028930664;45.911487579;8.5;22.173000336;160.11378479;;-0.003064628;;13.392034531;27.934156418;;65030;1.0;1
16/2-11 A;1981.8831995;475553.21875;6519013.0;-1722.222168;SHETLAND GP.;Hod Fm.;12.530250549;;1.5372817516;1.5596082211;2.3299095631;19.071386337;;0.2517950237;5.5635404587;83.021606445;;12.250000954;9.8348550797;158.17434692;;0.0023674904;;;5.5336551666;;70000;1.0;1
25/6-1;2544.944;488709.25;6598747.0;-2518.82959;DUNLIN GP.;Skagerrak Fm.;14.332983971;2.2892398834;2.2254080772;2.9574320316;2.3693702221;44.487422943;;0.1936446875;;90.334434509;165.42353821;12.250000954;4.8332881927;;2.0829839706;0.0130741708;0.1497830003;;;;30000;1.0;1
30/3-3;2802.846;497357.6875;6737330.0;-2780.49585;VIKING GP.;Heather Fm.;13.484852791;5.6823182106;3.4782736301;2.3158278465;2.440721035;67.355735779;;;;110.20516205;54.083446503;;;;;-0.008526349;;;;5.6700143814;65000;2.0;1
16/7-5;1801.2479852;446273.03125;6468387.5;-1774.399658;HORDALAND GP.;Skade Fm.;12.455226898;0.6881094575;0.6974346638;0.6271340847;1.9356318712;72.614440918;;0.4830777645;2.8337540627;142.697052;69.888412476;;0.9101275802;;;0.0461808927;1.126368165;;;;65000;1.0;2
16/10-3;2245.4935993;460439.59375;6453743.0;-2205.181396;SHETLAND GP.;Tor Fm.;8.8768749237;1.5525630713;1.6303862333;2.7485158443;2.4820437431;40.296386719;;0.1565120667;5.7834734917;73.939750671;;8.5;23.510000229;138.77430725;0.3768746257;0.0028282152;0.1689552218;;;;70000;2.0;1
34/11-2 S;1220.952;466837.03125;6788249.0;-1195.760132;HORDALAND GP.;Utsira Fm.;17.608963013;;1.0832631588;1.6826944351;1.7834399939;88.237228394;;;4.5076503754;148.54084778;15.278627396;;;;;-0.008384001;;;25.538560867;-999.0;65000;1.0;2
25/8-5 S;1339.9904;463961.78125;6591326.5;-1314.44873;HORDALAND GP.;Grid Mb.;12.533527374;0.8619770408;0.7452508211;0.6267493963;2.0665509701;90.815231323;;0.8523131013;7.0420055389;153.26664734;-233.9405518;12.250000954;27.369794846;;0.2835299671;-0.001164388;1.2342119217;0.3878540099;;0.4027286172;65000;1.0;2
31/2-1;1958.1402;530206.6875;6737677.5;-1934.081055;BAAT GP.;Heather Fm.;12.029232979;0.769400835;0.769400835;0.6090549827;2.2715709209;39.199970245;;0.3290022016;;98.90776062;30.516088486;12.250000954;;;;0.0128773544;;;;;30000;2.0;1
31/6-5;1287.471;544112.625;6720735.0;-1264.422119;CROMER KNOLL GP.;Roedby Fm.;;;0.9285921454;1.7232637405;2.2801139355;81.842773438;;;;113.91320038;8.69789505;;;;;-0.032000002;;;;;80000;1.0;1
25/5-4;1272.9923052;470387.5625;6608166.5;-1247.837646;HORDALAND GP.;Skade Fm.;13.408444405;;1.6937588453;1.4555841684;2.1225705147;59.198394775;;;5.0544052124;132.96699524;72.439865112;12.250000954;;;1.158442378;0.0533029847;;;;-999.9000244;65000;1.0;2
35/4-1;2261.196;516087.84375;6822414.0;-2235.070068;SHETLAND GP.;Kyrre Fm.;21.173774719;;0.6329969764;1.1720467806;;99.763305664;;0.4861452878;;146.14164734;;17.5;29.776765823;;;-0.018708823;;;;;65000;1.0;2
35/11-15 S;2931.1764;528149.0;6775763.0;-2884.798828;VIKING GP.;Intra Heather Fm. Sst.;8.4960641861;;28.745494843;28.480899811;2.5306003094;85.376304626;0.0239030588;0.3738369346;2.9028894901;81.80191803;;8.5;33.593891144;142.1076355;;-0.001508944;;8.3463830948;30.514930725;12.318500519;65030;1.0;1
35/8-6 S;2096.7028;518126.0;6799481.5;-2056.557617;SHETLAND GP.;Jorsalfare Fm.;12.370576859;;0.9883019924;1.0192207098;2.3307964802;66.82610321;;0.3510816097;5.1183786392;;;12.250000954;40.819229126;;;0.0080963522;;;47.863910675;;65000;1.0;1
29/6-1;2348.4170007;444579.40625;6711929.5;-2323.224609;SHETLAND GP.;Ekofisk Fm.;18.947275162;1.5024571419;1.7211428881;2.2950491905;;41.043380737;;;;99.170623779;73.128013611;;;;;;;;;1.7909446955;65000;1.0;2
25/3-1;1190.88;487290.75;6643945.5;-1168.847534;HORDALAND GP.;;17.370111465;;1.2756632566;1.6218260527;2.1130673885;52.505275726;;;3.2299332619;133.40028381;24.583782196;17.5;4.2014598846;;-0.110287264;0.0299438313;0.9586111903;;;;65000;1.0;2
34/7-20;2848.406;448302.46875;6812836.0;-2822.318359;DUNLIN GP.;Drake Fm.;12.580799103;3.015365839;1.3130015135;1.6041864157;2.5062346458;132.65391541;;0.3660541475;;102.60363007;147.91903687;;;;;-0.020496815;;;;;65000;1.0;1
35/11-10;2542.4078779;528297.1875;6765241.0;-2520.14917;VIKING GP.;Heather Fm.;9.3624372482;6.4379429817;6.4388642311;5.626639843;2.4969007969;121.39984894;;0.3007000089;;87.033447266;-153.9989319;8.5;;152.4262085;;0.0031290604;;4.5075950623;;4.5081138611;65000;2.0;1
35/4-1;3489.204;516086.78125;6822432.0;-3462.823975;SHETLAND GP.;Tryggvason Fm.;12.898324966;;2.1376111507;2.0174252987;2.5148653984;47.927345276;;0.2856222987;3.8619067669;95.473472595;;12.250000954;4.2973999977;174.12503052;;-0.015824892;;;;;65000;1.0;1
35/11-11;1582.3076;530381.875;6775191.0;-1558.714355;ROGALAND GP.;Lista Fm.;12.617319107;;1.0971487761;1.0256197453;2.181021452;84.561843872;;0.4037510753;2.528226614;133.88275146;77.248161316;12.250000954;51.390003204;385.67626953;;0.0061348155;;0.7647231221;59.014392853;;65000;1.0;2
29/6-1;2620.4970007;444578.1875;6711930.5;-2595.291748;SHETLAND GP.;Jorsalfare Fm.;17.183170319;;1.9638764858;1.918182373;;44.917152405;;;;101.80430603;71.591697693;;;;;;;;;;65000;2.0;2
31/2-19 S;2635.9344;519615.125;6753274.5;-2407.899414;VIKING GP.;Draupne Fm.;12.943591118;0.5743322968;2.5914354324;2.5313682556;2.3131198883;348.22299194;;0.4038301706;4.4982581139;111.80256653;157.59448242;12.250000954;;223.99653625;0.6935909986;0.005104987;;0.7186821699;;0.7181073427;65000;1.0;1
16/1-2;2740.7320015;455221.34375;6533321.5;-2715.731934;ZECHSTEIN GP.;Smith Bank Fm.;8.179110527;4.9598760605;4.9630594254;1.798401475;2.5405247211;36.54499054;;0.2741342783;;61.074516296;69.175498962;8.5;130.53457642;;;-0.015976485;1.1742987633;;;;70000;1.0;1
29/6-1;1882.2330007;444580.59375;6711930.0;-1857.054932;ROGALAND GP.;Balder Fm.;17.0983181;0.9640946388;0.797114253;0.9900406599;;50.054656982;;;;118.59738159;64.577514648;;;;;;;;;1.1334241629;65000;1.0;2
35/11-10;2877.7198779;528276.875;6765248.5;-2854.734863;DUNLIN GP.;Cook Fm.;8.2794761658;21.175710678;21.175779343;8.7940044403;2.5915327072;56.319953918;;;;65.592681885;;8.5;;111.22962189;;0.0513279699;;3.7740187645;;3.773475647;30000;1.0;1
35/11-11;2180.8836;530381.0625;6775194.0;-2157.228516;SHETLAND GP.;Kyrre Fm.;12.742664337;;1.9036544561;1.6531633139;2.5731296539;98.807662964;;0.3561903238;4.128241539;107.44155884;47.586711884;12.250000954;12.552999496;228.54806519;;0.0170175806;;2.4485743046;13.617647171;;65000;1.0;1
29/6-1;3888.0250007;444507.75;6711951.5;-3859.756348;VIKING GP.;Draupne Fm.;8.9440450668;;1.6574571133;1.2760804892;;125.31706238;156.11505127;;;113.97107697;40.271240234;;;;;;;;;;65000;1.0;1
34/2-4;3050.425436;482068.3125;6847162.0;-3017.098633;SHETLAND GP.;Kyrre Fm.;13.164079666;2.2599656582;2.0130984783;1.892645359;2.5459561348;50.073753357;;;4.0196113586;86.09412384;74.844444275;;;;;-0.026328754;;;;;65030;1.0;1
16/2-16;1722.4303961;476768.21875;6523588.5;-1696.065552;SHETLAND GP.;Hod Fm.;12.423600197;;2.3980696201;2.450376749;2.4447376728;22.259262085;;0.1573245674;6.022562027;75.764373779;;12.250000954;16.633563995;154.88316345;;0.0099177174;;;;;70000;1.0;1
34/10-21;2283.6824034;454140.40625;6777268.0;-2254.338623;SHETLAND GP.;Jorsalfare Fm.;15.250882149;0.8334065676;0.9498611093;0.9352080226;2.2944447994;51.205562592;;0.3360187411;4.3181438446;119.8487854;16.481624603;;;;;-0.01205673;;;;0.8380858898;65000;1.0;2
34/7-21;1503.23;450305.34375;6795996.0;-1477.10144;HORDALAND GP.;Utsira Fm.;18.647628784;;0.849864006;0.721059978;2.0318241119;83.719703674;;;5.8779478073;156.57719421;44.543426514;;;;;0.0098452233;;;;;65000;1.0;2
30/3-3;2056.982;497350.21875;6737318.0;-2034.878662;ROGALAND GP.;Lista Fm.;14.630325317;1.7224681377;0.8276427388;0.7752661705;2.3074865341;38.875461578;;;;115.7964325;59.125869751;;;;;-0.007424128;;;;1.7199947834;70000;1.0;2
15/9-13;1713.416;437635.625;6470978.0;-1688.304321;HORDALAND GP.;Utsira Fm.;13.666465759;;0.743050158;0.6906790733;2.0097129345;61.019050598;;0.4456186593;2.4592101574;141.11341858;58.503513336;;46.689811707;;;0.0059994939;0.1354038268;;;;65000;1.0;2
34/11-1;4178.235;473387.78125;6771837.0;-4153.339844;BAAT GP.;Rannoch Fm.;8.4030866623;7.4513611794;7.2898154259;5.0816426277;2.6009645462;45.562423706;;0.1677693278;;73.048484802;;8.375;;132.04722595;;;;6.3266530037;;;65030;1.0;1
25/5-1;1930.24;475867.0;6621555.0;-1904.751587;HORDALAND GP.;Grid Fm.;17.367219925;;0.6441347003;0.5066889524;2.2258625031;36.990013123;;;4.6336035728;129.40159607;77.641395569;;13.846019745;;;-0.020224039;0.1378003508;;;;74000;1.0;2
31/2-19 S;3897.3824;518929.25;6753483.0;-3438.89624;DUNLIN GP.;Amundsen Fm.;8.5894117355;13.737132072;11.144497871;10.795969009;2.6578164101;145.49514771;;0.2303078771;3.9530565739;76.088981628;75.280021667;8.5;;;0.089411281;0.0059826775;;13.688443184;;13.694817543;65000;1.0;1
34/8-7 R;4935.64;476308.5625;6798630.5;-4905.473633;DUNLIN GP.;Cook Fm.;13.499041557;16.634475708;10.270692825;10.80490303;2.6775069237;57.817646027;;0.1497053355;;70.068115234;-118.3075562;8.5;;;;0.0033393332;;;;;65030;2.0;1
35/12-1;2409.8948149;551811.875;6783876.0;-2382.251221;VIKING GP.;Heather Fm.;12.358137131;6.0293254852;11.055010796;12.837495804;2.4453876019;86.494003296;;0.3239384592;4.0317201614;84.436210632;-149.4997864;12.250000954;;;;0.0106439032;;3.9060480595;;4.9933080673;65030;1.0;1
31/2-19 S;3210.6464;519282.34375;6753370.0;-2866.445068;VIKING GP.;Heather Fm.;9.1069936752;9.7602071762;16.128845215;17.188962936;2.5719385147;89.114395142;;0.2869362235;4.1525030136;73.908660889;-198.6481323;8.5;;;0.6069933772;-0.00536063;;9.2360057831;;9.2383861542;65000;1.0;1
31/3-3;1525.946;545907.8125;6744791.0;-1498.643677;CROMER KNOLL GP.;Lista Fm.;;1.7304080725;1.7308080196;1.581619978;2.4612607956;74.438316345;;0.1618831307;;100.19254303;19.523303986;;;;;0.021017164;;;;;80000;1.0;1
35/11-6;3071.4236;524978.0625;6784902.0;-3043.239502;VIKING GP.;Heather Fm.;12.898041725;6.721642971;9.697763443;6.1284823418;2.3156912327;94.4635849;;0.3730728924;5.4471139908;99.641586304;69.371688843;;;177.70030212;;0.0156325344;;;;;65000;1.0;1
34/7-20;2560.974;448299.65625;6812835.0;-2534.903076;SHETLAND GP.;Kyrre Fm.;13.122445107;2.1422612667;1.4914501905;1.4954739809;2.4250547886;98.986206055;;0.3344883025;;111.03514099;144.32989502;;;;;-0.010028861;;;;;65000;1.0;1
16/2-16;979.30239612;476768.125;6523588.0;-952.9376831;NORDLAND GP.;Utsira Fm.;12.321634293;;1.0570156574;1.0664798021;1.8223903179;88.364257813;;0.5476822257;4.9841346741;146.29652405;;12.250000954;50.748943329;;;-0.002648842;;;;;65000;1.0;2
16/11-1 ST3;1361.7452007;474568.59375;6436488.0;-1334.727905;HORDALAND GP.;;12.022000313;;0.9678185582;0.7435335517;;56.696411133;;;;161.41777039;51.095561981;12.250000954;8.6434049606;;;;;;;;70000;1.0;2
25/2-7;243.35400061;479890.4375;6641111.5;-218.3509216;NORDLAND GP.;;18.793704987;1.6630554199;1.6630554199;2.1385781765;2.0151495934;82.684249878;;;2.2994952202;166.90391541;30.35502243;17.5;0.625616014;;;0.0088936938;0.1258177161;;;;65000;1.0;2
17/11-1;2948.753016;520153.1875;6452287.5;-2921.753174;ZECHSTEIN GP.;Smith Bank Fm.;12.151205063;;;1999.258667;2.0674440861;11.012528419;;0.0367893726;;68.484535217;;;49.574501038;;;0.0054626926;1.3300731182;;;;88000;1.0;3
35/9-2;2457.5923577;550252.8125;6800631.0;-2425.125488;VIKING GP.;Fensfjord Fm.;8.9369630814;;12.39128685;8.9527196884;2.5462970734;112.43474579;116.86484528;0.2976567447;;;66.037727356;8.5;;;0.4369628727;0.0002539979;;;;;65000;1.0;1
31/2-8;3373.4689795;526874.375;6758496.5;-3346.224854;HEGRE GP.;Statfjord Fm.;8.7335662842;;4.9187893867;4.9476284981;2.5482423306;54.098506927;63.380046844;0.2879500985;5.5620102882;;94.094924927;;;;;0.0043246238;;;;;65030;1.0;1
16/7-5;851.24798517;446273.8125;6468387.0;-824.4320679;NORDLAND GP.;;19.007305145;1.3259378672;1.3130750656;1.504909277;;74.684768677;;;;148.27139282;37.843982697;;1.2778879404;;;;1.1503335238;;;;65000;1.0;2
15/9-13;1591.816;437638.3125;6470978.5;-1566.736816;HORDALAND GP.;Utsira Fm.;13.68928051;;0.83626616;0.8482633233;2.02196455;75.960174561;;0.4572668672;3.0169665813;146.68321228;56.689289093;;41.979297638;;;-0.005966483;0.1354038268;;;;65000;1.0;2
30/6-5;1482.9544;497434.59375;6728313.5;-1457.934204;HORDALAND GP.;Utsira Fm.;22.406299591;0.413872093;0.9329721332;0.9346811771;1.6797910929;36.908596039;;0.576251924;;149.87139893;50.798065186;;;;;-0.068209149;;;;0.4183157086;65000;1.0;2
15/9-13;845.192;437642.25;6470973.5;-820.1578369;NORDLAND GP.;;19.944869995;;1.565225482;1.7798589468;2.1772401333;72.652267456;;;2.4389622211;134.71697998;34.927856445;;30.297559738;;;0.0097995289;0.129412517;;;;65000;1.0;2
34/10-21;1724.9304034;454135.1875;6777263.0;-1695.675659;HORDALAND GP.;Utsira Fm.;16.814796448;0.623352468;0.6246030331;0.530082047;1.7867447138;35.63886261;;;5.4152507782;172.59602356;20.761640549;;;;;-0.001003943;;;;0.619985044;65000;1.0;2
26/4-1;3244.3681995;501130.71875;6608171.5;-3221.089844;DUNLIN GP.;Drake Fm.;9.40625;1.0455846786;4.4935617447;3.2778580189;2.5702593327;112.99997711;;0.3250824213;3.5058624744;85.284561157;66.903930664;8.5;3.5782840252;;0.9062498808;-0.004627044;0.1437916905;;;;65000;1.0;1
25/6-2;2230.288;489834.75;6602685.5;-2202.451416;SHETLAND GP.;Hardraade Fm.;12.320254326;12.871375084;5.9039216042;10.034032822;2.6210689545;37.181537628;;0.0435415879;;56.70728302;-9.171131134;12.250000954;5825.3652344;;;0.0094981613;0.1437916905;35.514427185;;36.400733948;70000;1.0;1
16/11-1 ST3;975.36120068;474567.375;6436487.0;-948.3488159;HORDALAND GP.;;12.682003975;;1.3051028252;1.1362919807;;64.565681458;;;;185.46505737;49.542732239;12.250000954;8.3222160339;;;;;;;;65000;1.0;2
34/5-1 A;3895.8259924;479098.84375;6844629.0;-3287.817139;SHETLAND GP.;Tryggvason Fm.;12.111650467;;1.3833348751;1.3092817068;2.4909482002;99.562164307;;0.3644687235;6.8698272705;104.39205933;;12.250000954;25.143033981;213.18135071;;-0.010872167;;;29.658975601;;65000;1.0;1
17/11-1;1901.625016;520153.1875;6452287.5;-1874.625;CROMER KNOLL GP.;Aasgard Fm.;12.89607811;0.9280869365;2.0111396313;1.8791632652;2.3756995201;84.668205261;;0.3191695809;;106.53424835;32.391220093;;45.294101715;;;0.0415529609;1.1982640028;;;;65030;1.0;1
32/2-1;1059.5716;572632.0;6738605.5;-1033.552002;VIKING GP.;Fensfjord Fm.;8.337395668;2.2042171955;2.1642978191;2.1298575401;2.3432180882;89.415870667;;0.3791226745;3.1773886681;124.84472656;;8.5;111.79437256;;;0.0426710062;;;37.567970276;;65000;1.0;1
16/10-3;2693.7415993;460452.90625;6453745.0;-2653.218262;VESTLAND GP.;Smith Bank Fm.;8.5480489731;1.6349476576;1.6444482803;2.0649337769;2.5250225067;121.27571106;;0.2321471572;3.9691030979;86.769287109;;8.5;25.040000916;163.6579895;0.0480487272;-0.000830898;0.1701534837;;;;65000;1.0;1
15/9-15;1313.96;436812.875;6462991.5;-1288.922485;HORDALAND GP.;Utsira Fm.;12.147351265;1.0766495466;1.0766495466;1.0739463568;1.788208127;74.086219788;;0.5162973404;1.9207259417;152.76771545;64.617607117;12.250000954;74.847511292;;-0.102646805;0.0427865908;0.1354038268;;;0.6375930905;65000;1.0;2
30/6-5;2992.9224;497436.8125;6728317.5;-2967.823975;DUNLIN GP.;Drake Fm.;8.9396648407;8.9078397751;5.8809494972;5.0030217171;2.603880167;89.454841614;;0.2070146501;3.5109682083;80.156135559;81.547683716;;;;;0.0225000009;;;;7.1302833557;65030;1.0;1
16/11-1 ST3;1591.5692007;474578.21875;6436497.5;-1563.390503;ROGALAND GP.;Lista Fm.;14.709371567;;0.681255579;0.448803395;;27.123035431;;;;167.70251465;51.969520569;12.250000954;8.1545152664;;;;1.1623160839;;;;65000;2.0;2
25/3-1;3411.296;487283.3125;6643978.5;-3388.641602;DUNLIN GP.;Sleipner Fm.;9.1098442078;11.168088913;7.2188544273;7.2509608269;2.6285731792;82.042633057;;0.2180566937;3.1047613621;77.234291077;237.63031006;8.5;30.476270676;;0.8281249404;0.0239850394;2.1568751335;11.430575371;;11.468056679;65000;1.0;1
25/4-5;2271.7668051;454469.53125;6603730.0;-2246.466797;ROGALAND GP.;Heimdal Fm.;18.800592422;;0.7061879635;0.7185822725;2.1747934818;40.943973541;;0.3038404584;3.8528962135;115.40890503;;17.5;;;1.3005924225;0.005060391;;;;;30000;1.0;2
25/2-7;1959.2820006;479881.6875;6641113.0;-1934.20459;HORDALAND GP.;;18.345333099;0.6903124452;0.6903124452;0.6258347631;2.1046936512;45.342010498;;;2.8983242512;132.45045471;50.906288147;17.5;;;;0.0110860607;;;;;65000;1.0;2
